name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url,open_min,close_min,hours_note,closed_rule,needs_review,hours_source_url,hours_raw_text,hours_verified,llm_confidence,llm_note
ふるどの,福島県,福島県古殿町大字田口字平館25,9:00～18:00　＜休　年末年始＞,,37.09311,140.52978,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%82%8B%E3%81%A9%E3%81%AE,540,1080,,年末年始,1,https://www.michi-no-eki.jp/stations/views/19036,9:00～18:00　＜休　年末年始＞,0,0.9,通常営業。年末年始休館。
よつくら港,福島県,福島県いわき市四倉町字五丁目218-1,9:00～18:00〔施設により異なる〕＊『11月〜2月 閉店17:00』 ＜休　1/1、毎週火曜日（但し 祝日、GW・お盆期間、1/2・3は営業いたします。）＞,,37.10742,140.99306,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%88%E3%81%A4%E3%81%8F%E3%82%89%E6%B8%AF,540,1080,,"January 1st, Tuesdays (except public holidays, GW, Obon, January 2nd & 3rd)",1,https://www.michi-no-eki.jp/stations/views/19034,9:00～18:00〔施設により異なる〕＊『11月〜2月 閉店17:00』 ＜休　1/1、毎週火曜日（但し 祝日、GW・お盆期間、1/2・3は営業いたします。）＞,0,0.9,Facilities may have different closing times. Winter hours (November - February) are until 17:00.
伊達の郷りょうぜん,福島県,福島県伊達市霊山町下小国字桜町3番地1,|都道府県名 = 福島県,,37.76731,140.58783,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%8A%E9%81%94%E3%81%AE%E9%83%B7%E3%82%8A%E3%82%87%E3%81%86%E3%81%9C%E3%82%93,570,1080,|都道府県名 = 福島県,,1,,,1,,
会津柳津,福島県,福島県柳津町大字柳津字下平乙181-1,9:00～18:00　≪冬期・営業時間短縮あり≫,,37.52772,139.72222,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%9A%E6%B4%A5%E6%9F%B3%E6%B4%A5,540,1080,9:00 - 18:00（4月 - 11月） / 9:00 - 17:00（12月 - 3月）,,1,https://www.michi-no-eki.jp/stations/views/19025,9:00～18:00　≪冬期・営業時間短縮あり≫,0,0.8,冬期短縮あり
南相馬,福島県,福島県南相馬市原町区高見町2丁目30番地1,9:00～18:00〔施設により異なる〕,,37.63569,140.98358,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%97%E7%9B%B8%E9%A6%AC,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19031,9:00～18:00〔施設により異なる〕,0,0.8,施設により異なる
喜多の郷,福島県,福島県喜多方市松山町鳥見山字三町歩5598-1,売店9：30～18：00（最終入館17：45）　レストラン11：00～18：00（Lo17：30）≪夏期・営業時間延長あり≫＜休　年末年始＞,,37.70128,139.87819,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%96%9C%E5%A4%9A%E3%81%AE%E9%83%B7,570,1080,,年末年始,1,https://www.michi-no-eki.jp/stations/views/19020,売店9：30～18：00（最終入館17：45）　レストラン11：00～18：00（Lo17：30）≪夏期・営業時間延長あり≫＜休　年末年始＞,0,0.9,売店営業時間。最終入館17:45。レストランは11:00～18:00(Lo17:30)
国見 あつかしの郷,福島県,福島県国見町大字藤田字日渡二18番１,|都道府県名=福島県,,37.87244,140.54639,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9B%BD%E8%A6%8B_%E3%81%82%E3%81%A4%E3%81%8B%E3%81%97%E3%81%AE%E9%83%B7,540,1050,|都道府県名=福島県,,1,,,1,,
奥会津かねやま,福島県,福島県金山町大字中川字上居平949番地8,9:00～18:30＜休　12/30～1/2＞,,37.47192,139.53056,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A5%A5%E4%BC%9A%E6%B4%A5%E3%81%8B%E3%81%AD%E3%82%84%E3%81%BE,540,1110,9:00 - 18:30 / （冬季は17:30）,12/30～1/2,1,https://www.michi-no-eki.jp/stations/views/19040,9:00～18:30＜休　12/30～1/2＞,0,0.95,4月は通常営業時間。
季の里天栄,福島県,福島県天栄村大字大里字天房50-1,9:00～17:30＜休 第1水曜日12/31～1/3＞,,37.24375,140.24481,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AD%A3%E3%81%AE%E9%87%8C%E5%A4%A9%E6%A0%84,540,1050,,"First Wednesday of the month, December 31, January 1-3",1,https://www.michi-no-eki.jp/stations/views/19038,9:00～17:30＜休 第1水曜日12/31～1/3＞,0,0.9,Closed on the first Wednesday of each month and on December 31st and January 1st-3rd.
安達,福島県,福島県二本松市下川崎字上平33-1（上り線） / 969-1402 / 福島県二本松市 / 米沢字下川原田105-2（下り線）,9:00 - 18:00,,37.63580556,140.48377778,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%AE%89%E9%81%94,540,1080,,,1,,,,,
尾瀬檜枝岐,福島県,福島県檜枝岐村字見通1136-1,8:30～17:00〔施設・季節により異なる〕　＜休　無休＞,,37.03253,139.39569,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%BE%E7%80%AC%E6%AA%9C%E6%9E%9D%E5%B2%90,510,1020,9:00 - 18:00（5月 - 10月） / 11:00 - 17:00（11月 - 4月）,無休,1,https://www.michi-no-eki.jp/stations/views/19891,8:30～17:00〔施設・季節により異なる〕　＜休　無休＞,0,0.8,施設・季節により異なる
尾瀬街道みしま宿,福島県,福島県三島町大字川井字天屋原610,8:00～18:00　＜休　1/1～1/3＞,,37.47772,139.67083,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%BE%E7%80%AC%E8%A1%97%E9%81%93%E3%81%BF%E3%81%97%E3%81%BE%E5%AE%BF,480,1080,8:00 - 19:00 / （冬季は18:00まで）,1/1～1/3,1,https://www.michi-no-eki.jp/stations/views/19028,8:00～18:00　＜休　1/1～1/3＞,0,0.9,4月は8:00～18:00営業。1/1～1/3は休業
川俣,福島県,福島県川俣町大字鶴沢字東13-1,9:00～17:00　＜休　12/31～1/1＞,,37.66781,140.57669,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B7%9D%E4%BF%A3,540,1020,,12/31-01/01,1,https://www.michi-no-eki.jp/stations/views/19017,9:00～17:00　＜休　12/31～1/1＞,0,0.95,4月は9:00～17:00。
猪苗代,福島県,福島県猪苗代町大字堅田字五百苅1番地,9:00～18:00（冬期間営業時間変更あり）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　軽食9:00～17:30LO　ダイニング10:30～15:30LO　　　　　　　　　　　　　　観光案内9:00～16:00,,37.53817,140.1075,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%8C%AA%E8%8B%97%E4%BB%A3,540,1080,9:00 - 18:00 / （物販・軽食）,,1,https://www.michi-no-eki.jp/stations/views/19862,9:00～18:00（冬期間営業時間変更あり）　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　軽食9:00～17:30LO　ダイニング10:30～15:30LO　　　　　　　　　　　　　　観光案内9:00～16:00,0,0.95,軽食は17:30LO、ダイニングは15:30LO、観光案内は16:00まで
番屋,福島県,福島県南会津町番屋4,8:00～17:00＜休　毎週火曜日、木曜日（冬期のみ）、12/29～1/1＞,,37.06883,139.61544,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%95%AA%E5%B1%8B,480,1020,,"Tuesday, Thursday (winter only), Dec 29 - Jan 1",1,https://www.michi-no-eki.jp/stations/views/19037,8:00～17:00＜休　毎週火曜日、木曜日（冬期のみ）、12/29～1/1＞,0,0.9,"Standard hours, closed Tuesdays and Thursdays during winter months. Closed Dec 29-Jan 1."
石川,福島県,福島県石川郡石川町字大橋58番地1,|郵便番号 = 963-7881,,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%9F%B3%E5%B7%9D,540,960,|郵便番号 = 963-7881,,1,,,0,,
羽鳥湖高原,福島県,福島県天栄村大字田良尾字芝草1-3552,9:00～18:00,,37.23994,140.06342,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%BE%BD%E9%B3%A5%E6%B9%96%E9%AB%98%E5%8E%9F,540,1080,,,1,https://www.michi-no-eki.jp/stations/views/19030,9:00～18:00,0,1.0,通常の営業時間
裏磐梯,福島県,福島県北塩原村大字桧原字南黄連沢山1157,8:30～17:30≪冬期・営業時間短縮あり≫＜休　11月～4月の毎週水曜日＞,,37.66503,140.04383,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%A3%8F%E7%A3%90%E6%A2%AF,510,1050,,Wednesday,1,https://www.michi-no-eki.jp/stations/views/19021,8:30～17:30≪冬期・営業時間短縮あり≫＜休　11月～4月の毎週水曜日＞,0,0.9,冬期・営業時間短縮あり。11月～4月は毎週水曜日休業
あ・ら・伊達な道の駅,宮城県,989-6405 宮城県大崎市岩出山池月字下宮道下4-1,4月～11月 9:00～18:00  12月～3月 9:00～17:00〔施設により異なる〕,,38.70744,140.833294,https://www.michi-no-eki.jp/stations/views/18964,540,1080,4月~11月 9:00~18:00 12月~3月 9:00~17:00〔施設により異なる〕,,1,https://www.michi-no-eki.jp/stations/views/18964,4月～11月 9:00～18:00  12月～3月 9:00～17:00〔施設により異なる〕,0,0.9,施設により異なる可能性あり
